Comunidades autónomas,Sexo,Edad,Tipo de dato,Periodo,Total
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM52,20.0
Total Nacional,Total,De 25 a 29 años,Dato base,2020SM53,10.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM01,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM02,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM03,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM04,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM05,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM06,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM07,11.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM08,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM09,8.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM10,18.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM11,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM12,16.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM13,11.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM14,10.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM15,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM16,10.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM17,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM18,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM19,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM20,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM21,12.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM22,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM23,19.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM24,9.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM25,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM26,10.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM27,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM28,19.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM29,15.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM30,24.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM31,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM32,13.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM33,14.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM34,10.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM35,17.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM36,18.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM37,21.0
Total Nacional,Total,De 25 a 29 años,Dato base,2021SM38,16.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM01,18.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM02,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM03,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM04,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM05,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM06,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM07,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM08,15.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM09,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM10,5.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM11,13.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM12,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM13,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM14,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM15,13.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM16,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM17,1.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM18,17.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM19,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM20,7.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM21,7.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM22,13.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM23,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM24,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM25,16.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM26,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM27,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM28,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM29,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM30,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM31,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM32,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM33,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM34,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM35,7.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM36,5.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM37,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM38,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM39,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM40,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM41,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM42,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM43,15.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM44,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM45,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM46,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM47,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM48,6.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM49,16.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM50,5.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM51,6.0
Total Nacional,Total,De 20 a 24 años,Dato base,2019SM52,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM01,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM02,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM03,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM04,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM05,22.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM06,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM07,17.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM08,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM09,15.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM10,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM11,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM12,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM13,7.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM14,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM15,5.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM16,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM17,7.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM18,6.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM19,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM20,5.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM21,7.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM22,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM23,4.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM24,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM25,13.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM26,7.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM27,13.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM28,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM29,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM30,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM31,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM32,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM33,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM34,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM35,22.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM36,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM37,13.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM38,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM39,16.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM40,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM41,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM42,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM43,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM44,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM45,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM46,17.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM47,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM48,16.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM49,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM50,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM51,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM52,13.0
Total Nacional,Total,De 20 a 24 años,Dato base,2020SM53,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM01,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM02,7.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM03,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM04,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM05,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM06,17.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM07,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM08,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM09,16.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM10,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM11,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM12,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM13,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM14,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM15,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM16,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM17,13.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM18,15.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM19,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM20,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM21,8.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM22,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM23,7.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM24,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM25,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM26,24.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM27,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM28,17.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM29,12.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM30,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM31,13.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM32,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM33,10.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM34,11.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM35,14.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM36,15.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM37,9.0
Total Nacional,Total,De 20 a 24 años,Dato base,2021SM38,21.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM01,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM02,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM03,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM04,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM05,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM06,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM07,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM08,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM09,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM10,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM11,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM12,2.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM13,3.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM14,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM15,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM16,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM17,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM18,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM19,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM20,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM21,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM22,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM23,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM24,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM25,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM26,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM27,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM28,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM29,12.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM30,3.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM31,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM32,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM33,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM34,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM35,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM36,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM37,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM38,2.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM39,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM40,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM41,13.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM42,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM43,1.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM44,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM45,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM46,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM47,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM48,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM49,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM50,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM51,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2019SM52,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM01,3.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM02,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM03,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM04,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM05,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM06,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM07,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM08,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM09,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM10,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM11,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM12,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM13,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM14,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM15,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM16,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM17,3.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM18,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM19,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM20,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM21,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM22,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM23,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM24,12.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM25,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM26,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM27,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM28,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM29,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM30,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM31,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM32,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM33,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM34,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM35,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM36,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM37,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM38,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM39,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM40,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM41,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM42,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM43,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM44,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM45,12.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM46,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM47,3.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM48,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM49,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM50,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM51,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM52,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2020SM53,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM01,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM02,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM03,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM04,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM05,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM06,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM07,0.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM08,2.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM09,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM10,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM11,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM12,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM13,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM14,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM15,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM16,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM17,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM18,13.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM19,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM20,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM21,7.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM22,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM23,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM24,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM25,4.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM26,17.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM27,11.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM28,12.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM29,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM30,6.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM31,18.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM32,9.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM33,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM34,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM35,8.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM36,10.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM37,5.0
Total Nacional,Total,De 15 a 19 años  ,Dato base,2021SM38,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM01,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM02,1.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM03,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM04,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM05,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM06,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM07,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM08,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM09,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM10,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM11,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM12,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM13,0.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM14,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM15,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM16,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM17,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM18,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM19,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM20,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM21,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM22,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM23,8.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM24,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM25,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM26,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM27,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM28,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM29,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM30,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM31,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM32,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM33,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM34,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM35,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM36,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM37,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM38,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM39,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM40,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM41,1.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM42,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM43,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM44,5.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM45,7.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM46,7.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM47,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM48,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM49,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM50,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM51,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2019SM52,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM01,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM02,4.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM03,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM04,6.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM05,2.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM06,3.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM07,0.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM08,0.0
Total Nacional,Total,De 10 a 14 años  ,Dato base,2020SM09,1.0
