Comunidades autónomas,Sexo,Edad,Tipo de dato,Periodo,Total
Total Nacional,Total,De 65 a 69 años,Dato base,2019SM52,463.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM01,482.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM02,516.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM03,536.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM04,549.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM05,535.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM06,523.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM07,482.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM08,457.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM09,471.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM10,487.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM11,517.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM12,643.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM13,1025.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM14,943.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM15,767.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM16,613.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM17,543.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM18,492.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM19,484.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM20,426.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM21,463.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM22,463.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM23,441.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM24,393.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM25,434.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM26,425.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM27,479.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM28,472.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM29,465.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM30,432.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM31,479.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM32,454.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM33,498.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM34,433.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM35,461.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM36,465.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM37,433.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM38,458.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM39,469.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM40,527.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM41,503.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM42,508.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM43,560.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM44,558.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM45,561.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM46,555.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM47,540.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM48,547.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM49,609.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM50,562.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM51,566.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM52,491.0
Total Nacional,Total,De 65 a 69 años,Dato base,2020SM53,525.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM01,593.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM02,665.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM03,679.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM04,699.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM05,665.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM06,687.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM07,634.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM08,619.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM09,559.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM10,563.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM11,524.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM12,531.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM13,501.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM14,530.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM15,535.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM16,509.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM17,490.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM18,542.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM19,512.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM20,467.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM21,510.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM22,489.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM23,520.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM24,501.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM25,458.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM26,505.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM27,466.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM28,466.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM29,524.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM30,518.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM31,552.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM32,555.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM33,532.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM34,497.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM35,505.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM36,472.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM37,446.0
Total Nacional,Total,De 65 a 69 años,Dato base,2021SM38,450.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM01,389.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM02,425.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM03,401.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM04,443.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM05,415.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM06,386.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM07,411.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM08,418.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM09,415.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM10,364.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM11,337.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM12,347.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM13,375.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM14,349.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM15,405.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM16,300.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM17,359.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM18,352.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM19,360.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM20,364.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM21,326.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM22,377.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM23,361.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM24,341.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM25,349.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM26,365.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM27,372.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM28,360.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM29,382.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM30,378.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM31,364.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM32,346.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM33,316.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM34,343.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM35,354.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM36,345.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM37,332.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM38,352.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM39,356.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM40,359.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM41,369.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM42,332.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM43,345.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM44,345.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM45,362.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM46,363.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM47,383.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM48,332.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM49,367.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM50,377.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM51,350.0
Total Nacional,Total,De 60 a 64 años,Dato base,2019SM52,349.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM01,394.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM02,389.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM03,421.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM04,416.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM05,464.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM06,417.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM07,385.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM08,361.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM09,374.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM10,382.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM11,425.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM12,461.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM13,705.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM14,679.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM15,509.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM16,489.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM17,420.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM18,418.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM19,402.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM20,383.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM21,397.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM22,345.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM23,351.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM24,355.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM25,329.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM26,374.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM27,388.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM28,345.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM29,340.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM30,392.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM31,369.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM32,357.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM33,382.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM34,381.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM35,393.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM36,373.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM37,406.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM38,348.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM39,383.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM40,408.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM41,439.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM42,419.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM43,403.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM44,482.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM45,457.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM46,474.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM47,443.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM48,436.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM49,418.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM50,459.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM51,456.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM52,451.0
Total Nacional,Total,De 60 a 64 años,Dato base,2020SM53,448.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM01,491.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM02,543.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM03,548.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM04,609.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM05,555.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM06,481.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM07,464.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM08,458.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM09,425.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM10,411.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM11,419.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM12,419.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM13,426.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM14,405.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM15,407.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM16,425.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM17,452.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM18,420.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM19,384.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM20,376.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM21,379.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM22,406.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM23,373.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM24,401.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM25,396.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM26,389.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM27,365.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM28,409.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM29,402.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM30,407.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM31,444.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM32,429.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM33,456.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM34,382.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM35,421.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM36,391.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM37,377.0
Total Nacional,Total,De 60 a 64 años,Dato base,2021SM38,352.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM01,304.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM02,290.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM03,351.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM04,297.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM05,330.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM06,308.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM07,318.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM08,247.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM09,268.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM10,284.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM11,235.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM12,282.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM13,263.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM14,260.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM15,298.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM16,267.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM17,259.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM18,249.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM19,286.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM20,240.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM21,259.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM22,276.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM23,284.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM24,256.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM25,280.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM26,268.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM27,271.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM28,241.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM29,273.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM30,234.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM31,289.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM32,245.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM33,268.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM34,251.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM35,218.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM36,284.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM37,259.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM38,243.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM39,252.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM40,287.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM41,277.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM42,275.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM43,277.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM44,257.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM45,285.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM46,301.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM47,267.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM48,301.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM49,277.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM50,303.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM51,300.0
Total Nacional,Total,De 55 a 59 años,Dato base,2019SM52,283.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM01,271.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM02,286.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM03,341.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM04,318.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM05,307.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM06,292.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM07,299.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM08,310.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM09,265.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM10,278.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM11,298.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM12,361.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM13,451.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM14,440.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM15,358.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM16,369.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM17,316.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM18,276.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM19,286.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM20,270.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM21,290.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM22,294.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM23,254.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM24,271.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM25,241.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM26,279.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM27,277.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM28,300.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM29,274.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM30,279.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM31,320.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM32,271.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM33,286.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM34,264.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM35,302.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM36,310.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM37,282.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM38,263.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM39,295.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM40,288.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM41,331.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM42,257.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM43,298.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM44,324.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM45,327.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM46,308.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM47,275.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM48,274.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM49,321.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM50,303.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM51,255.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM52,299.0
Total Nacional,Total,De 55 a 59 años,Dato base,2020SM53,325.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM01,328.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM02,383.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM03,389.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM04,353.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM05,370.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM06,357.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM07,338.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM08,336.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM09,299.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM10,300.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM11,257.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM12,311.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM13,290.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM14,278.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM15,271.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM16,295.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM17,285.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM18,298.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM19,278.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM20,299.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM21,283.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM22,300.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM23,270.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM24,249.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM25,301.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM26,297.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM27,297.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM28,255.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM29,308.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM30,278.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM31,309.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM32,291.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM33,320.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM34,305.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM35,302.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM36,283.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM37,285.0
Total Nacional,Total,De 55 a 59 años,Dato base,2021SM38,249.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM01,188.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM02,209.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM03,207.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM04,217.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM05,196.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM06,225.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM07,198.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM08,190.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM09,208.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM10,202.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM11,167.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM12,200.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM13,206.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM14,167.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM15,180.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM16,181.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM17,162.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM18,180.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM19,175.0
Total Nacional,Total,De 50 a 54 años,Dato base,2019SM20,143.0
